Q9FFN1	AT5G03800
F4IME8	AT2G17040
Q9LF03	AT5G16250
Q9M878	AT3G02640
Q9LDP3	AT5G36710
Q84JL6	AT1G79160
Q9SA48	AT1G16500
Q2V3B2	AT4G37630
Q4PT05	AT1G37140
F4K9I2	AT5G07930
Q8VYS4	AT1G27470
Q8RXU6	AT4G07410
Q29Q07	AT4G16447
Q9FI19	AT5G44460
Q9SVG9	AT4G20780
Q6IDB0	AT4G28840
Q84X40	AT2G20080
Q9SF23	AT3G11750
Q9C5U8	AT5G63890
O82230	AT2G24020
Q9M098	AT4G30620
Q8VYV7	AT5G66120
F4K0E6	AT5G60590
F4I4W2	AT1G37150
Q9SL92	AT2G25710
F4IAP5	AT1G18270
P25697	AT1G32060
O82329	AT2G14910
Q9LFQ8	AT5G14970
Q8GXX6	AT1G14180
Q9FK45	AT5G18260
Q8S8M7	AT2G35585
Q8VYV3	AT1G31940
Q9FDX1	AT5G57900
Q9M096	AT4G30640
Q8RWV3	AT2G26430
B9DGG8	AT1G28330
P93017	AT2G33830
Q9FKV8	AT5G44300
Q96253	AT1G51650
F4I0E9	AT1G62920
Q94B05	AT1G67250
Q9FI34	AT5G48040
Q940L8	AT3G58520
Q9SW42	AT4G34930
Q9SW43	AT4G34920
Q9SZP6	AT4G38690
Q9SKZ1	AT2G32080
Q9C9T5	AT1G73770
Q9LJQ6	AT3G18240
A6QRA1	AT4G14660
Q8LE42	AT3G22900
Q8L5Y0	AT4G36630
Q0V7U7	AT1G79880
Q93ZV7	AT4G32720
O49712	AT4G21890
F4I3Y1	AT1G70150
Q9FMF9	AT5G64270
Q93YN9	AT5G42810
Q93WB3	AT1G58643
O65902	AT4G34490
Q8L7M7	AT1G17820
Q9CAT4	AT1G73200
Q96250	AT2G33040
Q8LGU6	AT2G20000
Q06AN9	AT3G16320
Q38842	AT4G00860
Q2HIQ2	AT1G01170
Q84WM0	AT3G06680
F4K2C1	AT5G06120
Q5G5D8	AT4G29880
O64566	AT2G19330
Q8RWE5	AT4G26050
Q6IDA8	AT2G14110
Q94AV5	AT3G13360
Q9FH18	AT5G56210
Q8GXA4	AT4G26455
Q9FKN6	AT5G17900
Q8GZA8	AT4G28190
Q8S8I2	AT2G20825
Q8L9E3	AT5G61220
Q8L9S3	AT4G33040
Q29PZ1	AT5G11930
Q9FLM4	AT5G41050
F4JEV5	AT3G26960
Q9FY96	AT5G13140
Q9LK60	AT3G13130
Q6NLT2	AT2G04495
F4JMH9	AT4G16560
A0A178V119	AT4G16545
Q84X24	AT2G03020
Q9FGJ8	AT5G47590
O49668	AT4G19100
Q9LTD9	AT5G52780
O04005	AT1G48130
Q9FJL0	AT5G48600
Q9ZS97	AT4G04770
Q3E8H7	AT5G44316
Q9FHX0	AT5G42150
Q9M0C5	AT4G30350
Q9FHH2	AT5G57710
F4J8C6	AT3G01310
Q84WW3	AT5G15070
Q9C989	AT1G71190
F4JZD5	AT5G11870
F4JYN2	AT5G47740
F4I1L3	AT1G36180
Q38970	AT1G36160
Q9LZK5	AT3G62600
Q9MA56	AT3G05430
Q9M038	AT5G01340
Q9FGC8	AT5G67020
Q9SND3	AT3G50340
Q9MAU6	AT1G04980
O48773	AT2G32920
Q9FNM0	AT5G46020
Q5IBC5	AT4G22970
Q9STW4	AT4G24300
Q9SLN1	AT2G23360
Q9FHT0	AT5G37350
Q9SK74	AT2G20280
Q9M2M5	AT3G57220
O22211	AT2G41490
Q66GR1	AT5G53090
Q9FGM6	AT5G53100
F4JJR8	AT4G27760
Q9C950	AT1G61040
O22622	AT2G35520
Q9LSF5	AT3G25210
Q9ZUY1	AT2G27800
Q9LUV9	AT3G22410
F4I8Q8	AT1G05370
Q8VYC8	AT4G25230
Q8W4Q5	AT5G51450
Q9SRU7	AT3G02320
Q9LFU5	AT5G15810
F4I181	AT1G15860
Q93XX1	AT5G55960
Q84J81	AT3G09350
Q9LZL7	AT5G02150
Q9M346	AT3G53800
F4HXY7	AT1G15110
Q9C597	AT5G21900
F4IIC2	AT2G06040
F4I3C3	AT1G49670
Q9LSX7	AT3G21865
B9DHK3	AT5G14540
Q9LIG6	AT3G20970
Q9C8J2	AT1G51390
A2RVJ8	AT5G10010
Q9LYE1	AT5G11500
Q84J75	AT5G12210
Q9FMM3	AT5G42950
Q9SFE3	AT1G21920
Q9CAP2	AT1G77660
Q84JK8	AT5G52900
Q8VYI5	AT1G78410
Q1G3U8	AT1G17147
Q9SS31	AT3G10190
P30188	AT2G41410
Q9SI58	AT2G03820
Q9FMV0	AT5G63520
Q9FFY5	AT5G13880
Q9FII9	AT5G47920
Q9M089	AT4G31130
A0A1P8AWG3	AT1G73750
Q8RX69	AT1G15060
Q0WNW4	AT5G16720
Q9CAC4	AT1G70750
Q66GI1	AT4G37235
P0CB17	AT3G50810
Q3ECT8	AT1G49405
Q5PP33	AT5G19500
Q9M876	AT3G02660
Q75W54	AT1G09010
O49213	AT1G73250
Q9LMU0	AT1G17890
O50039	AT1G75330
F4JJT9	AT4G33760
Q9SEZ6	AT2G25100
Q9XFS9	AT5G62790
Q42029	AT1G06680
Q9SLE2	AT2G16760
F4K8K6	AT5G28660
Q8LPL7	AT4G04880
O80579	AT2G44090
Q9M1Y3	AT3G59910
A0A1P8BDH2	AT5G67540
Q9M2X0	AT3G49880
Q944K2	AT5G66680
Q6NQL6	AT5G66450
F4J220	AT3G50920
Q588V7	AT4G32700
Q93YU5	AT3G10380
Q42384	AT4G15900
Q39190	AT3G16650
Q9LYN8	AT5G07280
Q9XGM1	AT3G58730
Q94CC0	AT5G49945
Q9STW1	AT4G24330
Q9M565	AT4G20280
Q9FI15	AT5G44500
P42742	AT3G60820
Q9LXC9	AT5G09650
Q9SFT9	AT3G07090
Q56YN8	AT2G27170
Q8LPK4	AT5G22780
Q8W2F2	AT4G36060
Q9LT23	AT3G19860
Q0WQF4	AT1G50500
F4I7Y2	AT1G50970
F4JCX1	AT3G54440
O82271	AT2G31130
Q9LUA7	AT5G48270
Q9SU17	AT4G12690
Q9C8W7	AT1G71950
P43333	AT1G09760
Q8RWV9	AT5G08450
Q9FL54	AT5G06910
O82169	AT2G35240
Q9C7Y2	AT1G32580
Q9M0E1	AT4G29420
O81632	AT4G10800
B3H6H2	AT3G15534
Q8LC41	AT1G52855
Q8S8I3	AT2G20835
P93812	AT1G04470
O22792	AT2G33420
O49581	AT4G31320
Q9ZQ28	AT2G24400
Q93VV5	AT1G59740
Q56XQ6	AT1G33440
Q8LCB5	AT5G57123
Q940I1	AT4G29905
Q8RXY3	AT5G10695
Q501A3	AT1G76240
Q9LUR8	AT3G16660
Q9LUR6	AT3G16670
Q9SSC7	AT1G80120
Q9LVZ8	AT3G15810
Q9C8T7	AT1G63330
Q9SY52	AT4G03740
Q9ZPR0	AT2G03690
P56761	ATCG00270
Q8L968	AT4G13720
Q9M1T1	AT3G54690
F4J6I6	AT3G24200
Q94K73	AT3G58140
Q9FMX7	AT5G23230
Q9SZZ6	AT4G25680
Q93YV0	AT1G61120
Q9STT2	AT3G47810
Q93Y35	AT4G24820
Q8VZP6	AT2G35710
F4JMI5	AT4G16600
Q8L936	AT4G40080
Q8H0W9	AT5G10410
Q56XE4	AT4G03120
P55034	AT4G38630
Q94IB8	AT4G36480
F4KB50	AT5G08600
Q8H0Z0	AT2G32850
Q9STE8	AT3G46740
Q9C8B7	AT1G35860
Q9SZZ7	AT4G25690
Q940C2	AT5G52550
Q9ZUB9	AT1G23770
Q9ZUB8	AT1G23780
F4I499	AT1G10220
Q9SLT9	AT1G59590
F4KDD7	AT5G51795
Q9ZWC6	AT1G55590
Q9SDA8	AT2G17020
F4J061	AT3G22190
O49313	AT2G33220
Q8RWA7	AT1G04630
F4JMQ8	AT4G23000
F4JPS4	AT4G11800
P93750	AT2G41960
A0A1I9LLC5	AT3G58050
Q9FN21	AT5G67290
Q9FKZ6	AT5G66840
Q9C7P4	AT1G29570
Q5RJC5	AT5G63260
Q9STM4	AT3G48440
A0A178US29	AT5G14210
Q84JF8	AT5G63410
Q9C8C8	AT1G66190
Q9FGI2	AT5G37550
Q9SB65	AT4G24700
Q9FIR9	AT5G24660
Q9SCK2	AT3G49570
Q9SCK1	AT3G49580
P25863	AT3G50980
Q96261	AT2G21490
Q9SUS7	AT4G11340
Q9FKE3	AT5G45220
Q3EDF9	AT1G09665
F4HT77	AT1G47370
O80617	AT2G03030
Q56XU3	AT5G45000
O49730	AT4G18270
Q8H126	AT5G13030
O64886	AT2G44520
Q9SX22	AT1G68590
Q9LFV0	AT5G15760
P32746	AT5G23300
Q6AWS7	AT2G16595
P45434	AT2G21160
P0DI19	AT1G07170
Q9FPT5	AT2G32780
Q8W4N3	AT1G04860
Q9FR53	AT1G50030
Q8GWR0	AT1G02410
F4K2L8	AT5G19750
Q9SYH2	AT1G54140
Q9M2H7	AT3G58390
Q8S8F9	AT2G22570
Q8GW78	AT4G12060
Q93WL3	AT4G25370
Q9SN29	AT4G10140
Q9C803	AT1G33490
A0A1P8BB34	AT5G36230
Q93ZY6	AT1G65220
Q5XV39	AT5G19060
Q9M8K3	AT3G06150
Q9FLR5	AT5G07660
Q9FII7	AT5G61460
B3H5K9	AT5G05970
Q9LFF7	AT3G53640
Q9M1G5	AT3G54630
P38025	AT3G21110
F4JGB4	AT4G04200
P58684	AT2G39960
O65555	AT4G30940
Q9SZ13	AT4G26710
O04450	AT1G24510
O81876	AT4G33590
Q8GXN3	AT4G33600
O82083	AT1G08500
Q9M0A0	AT4G30600
F4JN04	AT4G35370
F4JSC0	AT4G18905
F4JSB9	AT4G18900
Q9LEY9	AT5G08180
F4J5R1	AT3G52100
Q8LF05	AT3G07950
Q8LGE0	AT1G30540
O64818	AT2G23090
Q94AI6	AT1G71820
Q3EB12	AT3G24535
Q9LW80	AT3G16070
Q8VY60	AT1G15260
Q8GRX8	AT3G54085
Q8GWK6	AT5G64530
Q9SL13	AT2G05540
Q9SL14	AT2G05530
Q9SL15	AT2G05520
Q9SL23	AT2G05440
Q9FMJ4	AT5G63290
P52420	AT1G09830
Q9SJV5	AT2G01110
Q9LVW7	AT3G27740
O81884	AT4G33670
F4IH25	AT2G40360
Q8RUS5	AT2G31260
Q9FLM7	AT5G41020
Q8GXI1	AT5G25340
Q8RWR1	AT3G20810
Q9LNH5	AT1G48230
Q9LRP2	AT3G17430
Q8GW31	AT5G13570
Q9ZQ80	AT2G03440
Q9XI93	AT1G13930
Q9LV46	AT3G24570
Q6S592	AT1G13400
Q6S591	AT1G68480
Q8L601	AT2G22400
F4JJ52	AT4G40000
Q940S3	AT1G31070
O64765	AT2G35020
Q8LFJ5	AT1G22270
Q9FFH0	AT5G44190
Q9SIV3	AT2G20570
F4KB54	AT5G08630
Q8W4D4	AT3G59660
F4ISL5	AT2G25640
F4JXV3	AT5G11430
A0A1P8BD97	AT5G25520
B3H7H1	AT3G07300
Q9T0I8	AT4G38800
Q7XA67	AT4G34840
O64503	AT2G02810
Q9M9S6	AT1G14360
A0A1P8BEE1	AT5G24740
Q9SIY3	AT2G11890
F4KCE9	AT5G02520
F4JP86	AT4G17610
Q9XGX9	AT3G46560
Q9FT52	AT3G52300
Q8RXY6	AT3G27460
Q9M2U2	AT3G55360
Q6PUA2	AT3G19040
Q8LRK9	AT1G32750
Q0WM46	AT3G06868
Q9FH24	AT5G49100
P56820	AT4G20980
Q9FKV6	AT5G44320
F4IQY1	AT2G37530
Q29PW8	AT1G07795
Q3EBS3	AT2G28725
Q9SCM7	AT3G57450
O64584	AT2G34730
A0A1I9LPE3	AT3G08840
Q94LA4	AT1G44318
Q9SFH9	AT1G69740
A0A1P8BBA5	AT5G08110
Q8L9X2	AT5G19855
Q6NMJ9	AT2G23840
Q8RXE9	AT2G25840
P56751	ATCG00440
Q94F26	AT4G10050
Q9C712	AT1G66520
Q9S9T7	AT4G05000
O65421	AT4G21560
F4JP95	AT4G17650
Q8GZ10	AT2G40095
Q8L7D8	AT3G55880
Q9FJI2	AT5G60335
Q93XY1	AT5G53620
F4KAK5	AT5G57190
A4GNA8	AT4G25970
Q9SGW3	AT1G64520
Q9SRQ3	AT3G03490
Q94EI3	AT5G17550
F4JRR1	AT4G24840
P93050	AT2G48010
F4K9W6	AT5G22480
F4K746	AT5G37340
Q5S2C4	AT2G35110
A4GSN8	AT1G79280
Q8S9K7	AT1G48635
Q8LDG7	AT3G18160
Q9SCK3	AT3G49560
Q9FLT9	AT5G24650
Q9C578	AT5G22100
Q9FNY4	AT1G10520
B3H6J5	AT3G49601
F4JMQ2	AT4G22960
Q8LE63	AT4G11860
Q8GWE1	AT4G17510
B9DGU7	AT1G02880
F4IAN4	AT1G18180
Q1PEF1	AT3G55930
Q94FL6	AT1G14350
F4IRB4	AT2G02820
Q6NM25	AT3G46180
A0JQ12	AT1G76020
Q9LU80	AT3G26100
Q93ZI7	AT5G35430
F4J6A8	AT3G11450
Q9LHS5	AT5G06110
Q9ZQ87	AT2G03510
Q9LTS4	AT5G56960
Q9SH88	AT2G37990
Q8VZB2	AT5G10480
F4JA38	AT3G25670
Q5PP26	AT1G13230
Q9CA41	AT1G68780
Q94A79	AT3G49250
A0A1I9LQF0	AT3G53250
Q9SJK4	AT2G37030
Q9LZF9	AT5G03310
O80931	AT2G37630
Q3E7F6	AT1G55365
Q9LJE1	AT3G13500
Q66GQ2	AT5G41620
F4I5B1	AT1G64180
F4KBY0	AT5G51310
F4JNI3	AT4G23340
Q9LVG3	AT5G60110
F4I824	AT1G51310
Q94AP0	AT4G04955
O80885	AT2G32480
O23053	AT1G05140
Q9LSC4	AT3G27110
Q9LEU8	AT5G10920
F4JP43	AT4G17330
Q8RWS4	AT1G31660
Q8S9J3	AT2G32760
Q8LBA6	AT1G68000
Q8GUK6	AT4G38570
Q9AST1	AT1G50300
Q9C8W3	AT1G71990
Q9M2W0	AT3G55060
F4IUY1	AT2G39300
F4JVW1	AT4G32990
Q9FK28	AT5G50440
P38558	AT5G05620
Q8VWI7	AT4G14330
Q9SKT5	AT2G20820
F4I4Q1	AT1G23280
Q9SMY8	AT4G33210
F4JHW4	AT4G02880
O49653	AT4G22720
Q84WU0	AT1G17270
Q9FK30	AT5G50420
Q501D6	AT1G53770
Q8LDQ4	AT5G53000
Q9M209	AT3G60500
Q9LDM2	AT3G12990
Q1JPP8	AT5G02220
Q9LNX4	AT1G07500
Q9LT47	AT3G20740
A0A178VGS0	AT3G13420
Q5XF13	AT1G55535
F4K4E3	AT5G27720
Q9SLM4	AT2G40980
Q9FL96	AT5G45010
Q9C928	AT1G52930
Q9LFY3	AT1G27030
O04551	AT1G27020
Q9LMJ7	AT1G07040
O81742	AT4G23460
Q9SUS3	AT4G11380
Q9C6K5	AT1G76860
Q9LMN4	AT1G21190
Q9SRR0	AT3G07560
F4IUX6	AT2G39260
O64748	AT2G34840
Q9SA78	AT1G30630
Q9SKM6	AT2G28440
Q9FF56	AT5G60630
Q9M1T6	AT3G45230
Q9C5C4	AT4G17830
P35632	AT3G54340
Q9SUG9	AT4G30770
Q9LF65	AT5G17590
Q9LVF3	AT3G21530
Q9ZU86	AT2G48030
Q9LF08	AT5G16200
Q9C618	AT1G66890
Q9M9C8	AT1G68430
Q0WVL7	AT1G79830
Q38945	AT5G54390
Q9FLJ9	AT5G61340
Q9FKQ9	AT5G38790
F4J6N7	AT3G30580
Q680P8	AT4G33865
Q8L725	AT2G47830
Q9LZ66	AT5G04590
Q9M001	AT3G60620
Q9LVI9	AT3G17810
P52422	AT1G31220
Q8L539	AT5G13050
Q9FLX9	AT5G52820
P46416	AT5G27380
A0A1P8B5V8	AT4G24590
Q0WP38	AT5G49710
Q9XIK4	AT1G10490
Q9M2Q4	AT3G57940
Q9LHQ7	AT3G20650
Q39212	AT2G15400
Q5E916	AT2G25740
O22165	AT2G44860
Q9SN38	AT4G18760
Q9T0A8	AT4G23930
Q9SGW9	AT1G64450
Q9SUF5	AT4G08250
Q94AF2	AT5G19150
F4KFC7	AT5G09850
Q940U9	AT5G17440
Q93WK6	AT1G19530
Q8GUN8	AT5G01230
F4JL70	AT4G22410
F4JGH3	AT4G05523
Q0WPZ7	AT1G13120
Q1H595	AT1G03330
O23676	AT1G02140
Q0WV78	AT1G30240
Q9LE70	AT1G14680
F4JJA3	AT4G09060
F4IZC4	AT3G56160
Q6NLY8	AT4G36720
P45432	AT3G61140
P42551	AT3G53370
Q93VI0	AT3G09735
F4JHM9	AT4G00800
Q9LW77	AT3G16090
Q6NPT7	AT1G65040
Q6NPP7	AT1G33270
Q9LMR2	AT1G15720
Q5XUY3	AT5G58340
Q6DR08	AT1G80200
Q94AQ7	AT5G11280
Q570M0	AT5G38700
F4JH89	AT4G02170
Q9M028	AT5G01460
Q8VYE2	AT1G55900
Q8H184	AT1G06470
Q9S818	AT3G51240
Q9SRS9	AT3G07370
Q9SUE8	AT4G27900
Q8L602	AT5G53420
Q9LZT5	AT3G45960
Q9FG28	AT5G06790
Q9M2Q3	AT3G57950
Q84RF6	AT2G42180
F4K306	AT5G42620
Q9FHN9	AT5G65920
Q058P4	AT3G49810
Q8GX25	AT1G76250
O24412	AT5G05780
Q39195	AT3G21055
Q9SYE2	AT1G51400
F4II29	AT2G40730
Q9FG71	AT5G55940
Q9FPS3	AT4G30890
P42763	AT1G76180
P42759	AT1G20450
F4IN32	AT2G42460
P0DKG5	AT2G42470
A0A1P8B135	AT2G42455
P0DKG7	AT2G42480
Q9M2G7	AT3G58490
Q6NPM8	AT4G39120
F4IC59	AT1G12230
Q9C976	AT1G80280
Q9XI20	AT1G15490
F4IEK5	AT1G52750
Q9FWT4	AT1G75460
Q9FXH3	AT1G19740
Q9M315	AT3G61530
Q9SKU8	AT2G20690
Q9MBA2	AT5G24020
Q8L908	AT5G55140
Q9SU27	AT4G12590
F4HRS2	AT1G67140
Q84WB7	AT5G04500
Q9M2V9	AT3G55070
O80840	AT2G45790
Q9FQ25	AT3G55000
Q9FQ24	AT3G55005
Q9LXD0	AT5G09670
Q9FLG3	AT5G64550
Q8VY63	AT4G07390
Q9LTI3	AT5G59470
Q8L707	AT4G36890
Q9FH90	AT5G67230
Q8L7M4	AT5G25800
A0A1P8B4T0	AT4G13030
F4IFN6	AT2G27120
F4HW04	AT1G08260
Q9SKN1	AT2G28390
Q9C9H8	AT1G71410
F4I313	AT1G22870
Q5XVC2	AT3G04820
Q9C6I6	AT1G50940
O82387	AT2G29680
Q8W032	AT1G07270
A8MQH6	AT1G30475
Q9C7J5	AT1G56200
A0A1P8AVS2	AT1G72340
A0A1P8AT59	AT1G53900
F4IR54	AT2G43465
Q9SRN6	AT3G03320
Q8W4A0	AT3G02200
Q9CAS9	AT1G73120
Q8LEN7	AT3G19550
F4HU58	AT1G01760
Q94C15	AT1G69680
Q29Q00	AT4G39235
Q9M9W2	AT3G05570
Q93VB4	AT4G02220
Q9C7R6	AT1G29340
Q9LJI5	AT3G28710
Q9LHA4	AT3G28715
F4IB81	AT1G51940
Q9LSZ5	AT5G23710
A0A1P8B7M3	AT4G21570
F4I7E7	AT1G11200
Q8VZB1	AT2G39080
F4JV40	AT4G32680
F4ICW8	AT1G52343
Q949W8	AT5G49650
Q56XE2	AT1G77122
Q94JV0	AT1G69210
Q9FHB8	AT5G52420
Q9FF88	AT5G23920
O81147	AT2G05840
Q8GW48	AT4G15802
Q9CAN7	AT1G63060
Q9LY27	AT5G07330
Q8VZ58	AT5G60750
Q9LZF2	AT5G03370
Q94K97	AT5G24490
Q9ZU32	AT2G01350
Q6NNP0	AT5G50230
P60620	ATMG01360
Q9SW24	AT4G25020
Q9FF66	AT5G05080
Q944S8	AT4G21105
Q9SV74	AT4G12950
Q9SZV1	AT4G29980
Q9SY22	AT1G30800
Q8H1S5	AT3G52610
F4JVV4	AT4G32930
Q8VXX9	AT4G14600
Q9ZV45	AT2G18740
Q9FMX6	AT5G23240
Q9FJK7	AT5G48630
Q9FJK6	AT5G48640
Q9ZT48	AT5G05700
Q9C776	AT3G11240
Q8GW19	AT2G36305
A3KPE8	AT3G50100
Q9SN09	AT3G50090
Q9FFG1	AT5G05540
Q8GXU4	AT1G65000
Q58FT9	AT5G38060
Q9M888	AT3G02530
Q8W1P0	AT4G26430
Q8W206	AT5G56280
O04350	AT2G30410
F4JMJ1	AT4G16660
Q9C7K7	AT1G56320
Q84Q60	AT5G49350
Q84ND9	AT3G20540
F4I6M1	AT1G50840
F4K2U8	AT5G27210
Q9LSP7	AT3G17000
Q9STS3	AT3G48150
Q9FEE2	AT5G18580
Q8VXZ5	AT2G35610
O23157	AT4G37300
F4KAN9	AT5G57410
Q8GW47	AT2G18876
Q9LUJ5	AT3G22660
Q9STN5	AT4G08330
C0LGH8	AT1G63430
Q9FLL2	AT5G41180
F4J3A9	AT3G51270
F4IS91	AT2G03150
O82796	AT1G18640
Q9SAI7	AT1G80710
Q8LPF5	AT1G18460
Q949N8	AT1G73920
Q9SR02	AT3G04740
Q66GR2	AT4G17370
Q9ZQ81	AT2G03450
Q9LMG7	AT1G13900
F4I8Q1	AT1G05320
F4ISU2	AT2G32240
O48533	AT2G42260
Q9M2R1	AT3G57860
F4KB73	AT5G15680
Q8GZ43	AT1G67325
Q94F23	AT1G27290
Q9FXD4	AT1G67680
Q9FK57	AT5G18130
Q9SRW4	AT3G03870
Q8RUZ6	AT2G07505
A0A1P8B3S9	AT4G07445
F4JHD7	AT4G00560
Q9M185	AT3G43340
Q9M2T9	AT3G55400
Q9ZR03	AT4G03280
F4I3P9	AT1G63680
F4J0D4	AT3G28700
P56762	ATCG00740
Q9ZVM3	AT1G54680
Q08AA8	AT5G27290
Q9ZVJ2	AT2G38710
Q9FG62	AT5G36240
Q9M241	AT3G43490
Q8L6Y1	AT3G20630
Q9LF38	AT5G15440
Q9FLZ8	AT5G39360
Q0WPX9	AT5G09350
Q8L7M0	AT1G16570
Q84WU1	AT5G53770
Q8GX29	AT1G31350
F4ITW3	AT2G38695
Q9ZW88	AT1G67190
Q9SJH6	AT2G42800
F4IDB2	AT1G72390
Q9SZQ5	AT4G29830
Q8L733	AT4G12130
Q8GSF0	AT4G10080
Q67ZR8	AT4G13530
F4K658	AT5G49555
P38421	AT5G59180
P41088	AT3G55120
Q8RWN4	AT1G75210
O65251	AT5G26680
Q9LF46	AT5G17380
Q8RX88	AT4G01320
O23140	AT5G46630
Q9C5H4	AT3G16270
Q9FL72	AT5G54240
Q6NPE9	AT4G33690
Q8W1E5	AT5G58640
Q9STZ2	AT3G47300
F4HW51	AT1G08600
Q9SPK5	AT1G50480
Q9FNH2	AT5G06360
Q9C5J9	AT5G64813
F4KFD8	AT5G09910
Q9C9X5	AT1G68110
Q9FRH3	AT1G25240
Q9LQW4	AT1G14686
Q147F7	AT2G24030
F4JKF9	AT4G28005
O22181	AT2G23270
F4JRC5	AT4G37290
Q9FNB0	AT5G13630
F4K8X8	AT5G50340
Q9FN34	AT5G53920
Q8GZ60	AT2G26470
O64700	AT2G34470
Q9LYR4	AT5G13420
Q8VZ10	AT1G56500
Q9SHU7	AT2G15290
Q9C9Z1	AT3G08650
F4IUT0	AT2G32970
F4IAF4	AT1G05950
Q6NQ81	AT4G04790
O49711	AT4G21880
A0A1P8AP59	AT1G54110
Q9M9N3	AT3G03140
Q6NQ79	AT3G43240
Q9XI55	AT1G15140
F4JVA4	AT4G39160
Q9C8J7	AT1G51450
Q8L8S0	AT5G57860
A0MFS9	AT1G73020
Q9SU25	AT4G12610
Q9FGZ3	AT5G49530
F4JQ90	AT4G30310
Q9C6S8	AT1G31870
Q9FLL1	AT5G41190
F4I354	AT1G29850
Q84VX4	AT1G77720
O80846	AT2G45730
Q9FG01	AT5G06160
Q9MAC9	AT3G01200
O49562	AT4G21210
Q683G3	AT5G50970
Q8GX62	AT5G19920
P0DKI6	AT1G33260
Q9SV83	AT4G10390
Q8RXR3	AT5G52070
Q944Q6	AT2G14835
A0A1P8B2T5	AT2G17990
F4JZ59	AT5G66250
Q93ZR1	AT5G50320
Q8GXN6	AT5G63880
Q9FY89	AT5G09260
O82265	AT2G47980
Q9C5Z2	AT1G10840
F4IUN0	AT2G26610
F4JCM7	AT3G33530
Q6DYC8	AT3G51230
Q9M8Z5	AT3G07050
Q9LFE0	AT5G16780
Q84VW3	AT3G14700
Q941B2	AT1G09870
Q9CA93	AT1G79900
F4KG91	AT5G52580
Q9C6D2	AT1G49820
Q5XF06	AT2G36070
Q9ZUA5	AT2G01770
F4K687	AT5G55810
F4KGN5	AT5G03570
O80905	AT2G38460
Q9LK52	AT3G13200
Q9SAF1	AT1G13180
Q9FZD1	AT1G26460
Q0WQ75	AT4G02030
O22831	AT2G43720
Q5BQ23	AT1G05730
Q8RV68	AT2G31725
Q3E9I4	AT5G12235
Q8L9H6	AT1G70895
Q8S8M2	AT2G01505
Q84VZ6	AT2G31140
A0A1P8AQV9	AT1G06200
Q6NPF4	AT2G28230
Q940X9	AT5G21160
Q6X7J3	AT3G03660
Q8GY25	AT5G17810
Q9C6F6	AT1G58120
F4KGA5	AT5G58630
Q9M035	AT5G01370
Q3S4A7	AT5G10720
F4JHA1	AT4G02250
Q9FF68	AT5G05060
Q58FY9	AT2G37435
F4I201	AT1G63190
Q9FMI5	AT5G64150
Q9FMA3	AT5G56290
O82314	AT2G25830
Q9M591	AT3G56940
F4IRQ5	AT2G31580
O82359	AT2G46090
Q7XYY2	AT1G25540
Q93VF4	AT4G14385
B4F7N8	AT5G18420
Q94C25	AT5G20050
F4JXW9	AT5G11560
Q8L788	AT4G33110
Q9FZK1	AT1G27340
Q8GXK1	AT4G33625
Q9FIV0	AT5G54540
Q93ZB0	AT1G10380
Q9ZPV8	AT2G18250
Q9M8T9	AT3G02980
Q9LFD8	AT5G16800
A8MQD8	AT5G10780
Q9LSS3	AT5G60230
Q7XA86	AT3G51390
Q0WL80	AT1G71220
Q5XVJ4	AT1G48360
Q94AK8	AT1G25260
Q9LXS2	AT3G58800
Q9SIS2	AT2G25200
Q9LEU1	AT5G11000
A0A1I9LR33	AT3G54750
Q8RY06	AT2G04305
Q9SE51	AT3G17910
Q9ZVE0	AT2G26970
Q9SSK4	AT1G70900
Q6DSU0	AT1G23110
Q8L7M3	AT5G23590
Q8GYI6	AT1G08750
Q9FN02	AT5G63870
O22800	AT2G33500
Q8VXU9	AT3G13440
Q9FNR0	AT5G61040
Q9SD83	AT5G08010
Q9FZ43	AT1G16810
Q84K25	AT5G11980
Q9FFF3	AT5G16300
Q8GWB7	AT5G18480
B9DG24	AT1G55300
Q8RWK8	AT1G13030
Q8GYE8	AT5G26180
A0A1I9LN01	AT3G55850
Q9LZE4	AT5G03430
A8MQE3	AT5G25770
A0A1P8AWF3	AT1G77320
O64621	AT2G18910
Q9SF34	AT3G09690
Q9LYY8	AT5G02970
Q9SY59	AT1G10170
Q9LUA3	AT3G25882
Q9FFY4	AT5G13890
Q9M0B9	AT4G30410
Q9FJN6	AT5G57780
Q56Y15	AT4G27620
Q84JD6	AT4G27610
Q058G7	AT3G30430
Q8VZP2	AT5G63280
O23715	AT2G27020
Q8RXZ6	AT4G17215
Q29PT1	AT5G47635
Q58FY6	AT2G40113
O81005	AT2G22880
Q9SZG3	AT4G37710
Q9SZ50	AT4G31830
F4J1Q8	AT3G28958
Q9M135	AT4G01380
F4HPM4	AT1G45063
O22145	AT2G45270
Q9SLN0	AT2G39630
Q9FF91	AT5G23890
F4KG64	AT5G52410
Q9SZB3	AT4G33360
Q6AWU6	AT2G43940
Q0WP12	AT2G43910
O80562	AT2G43920
Q8RXP6	AT5G20520
Q9M336	AT3G53900
Q9XEA0	AT4G04350
A8MQG8	AT3G52050
Q39161	AT2G15620
Q9SIE0	AT2G22260
Q8GYK2	AT4G22300
Q9FI41	AT5G47970
Q8H128	AT3G63510
