Bna	Ath_uniprot	Ath_agi	ACK_block	consensus_ACK	consensus_score	Ath_position	Ath_increment
C01p24630.1_BnaDAR	Q9M0I9	AT4G28180	U	U	3665.56	26122	1
C01p24640.1_BnaDAR	Q8GZA8	AT4G28190	U	U	3863.73	26123	1
C01p24650.1_BnaDAR	Q9M0I6	AT4G28210	U	U	3880.7	26125	2
C01p24670.1_BnaDAR	Q9M0I4	AT4G28230	U	U	3829.62	26127	2
C01p24680.1_BnaDAR	Q94A22	AT4G28240	U	U	3674.14	26128	1
C01p24730.1_BnaDAR	Q9M0I2	AT4G28250	U	U	3871.69	26129	1
C01p24750.1_BnaDAR	P93030	AT4G28270	U	U	3785.91	26131	2
C01p24760.1_BnaDAR	Q9M0I0	AT4G28280	U	U	3750.65	26132	1
C01p24780.1_BnaDAR	Q8VZR8	AT4G28300	U	U	3811.84	26134	2
C01p24800.1_BnaDAR	Q9M0H6	AT4G28320	U	U	4055.14	26136	2
C01p24810.1_BnaDAR	Q6NM81	AT4G28330	U	U	3750.06	26137	1
C01p24830.1_BnaDAR	Q9ZQL3	AT2G07290	g_h	U	3606.88	19443	-6694
C01p24840.1_BnaDAR	Q9ZQL3	AT2G07290	g_h	U	3606.88	19443	0
C01p24860.1_BnaDAR	Q9SUU4	AT4G32480	U	U	3803.06	26598	7155
C01p24880.1_BnaDAR	F4JL85	AT4G28365	U	U	3805.31	26141	-457
C01p24890.1_BnaDAR	O49448	AT4G28380	U	U	3945.1	26143	2
C01p24900.1_BnaDAR	A8MRX8	AT4G28397	U	U	3897.54	26146	3
C01p24920.1_BnaDAR	Q84JI7	AT4G17480	U	U	4176.44	24936	-1210
C01p24930.1_BnaDAR	Q501G7	AT4G17470	U	U	4284.57	24935	-1
C01p24950.1_BnaDAR	O23587	AT4G17440	U	U	4215.68	24933	-2
C01p25020.1_BnaDAR	Q1JPM5	AT4G17430	U	U	4719.54	24932	-1
C01p25030.1_BnaDAR	Q84J77	AT4G17420	U	U	4711.12	24931	-1
C01p25090.1_BnaDAR	F4JP52	AT4G17410	U	U	5005.61	24930	-1
C01p25110.1_BnaDAR	F4JP46	AT4G17360	U	U	4986.84	24926	-4
C01p25120.1_BnaDAR	Q5U1F1	AT4G17350	U	U	5011.52	24925	-1
C01p25130.1_BnaDAR	Q41975	AT4G17340	U	U	4999.86	24924	-1
C01p25200.1_BnaDAR	O48593	AT4G17300	U	U	5318.16	24921	-3
C01p25210.1_BnaDAR	Q8VYH6	AT4G17280	U	U	5178.12	24920	-1
C01p25250.1_BnaDAR	O23569	AT4G17260	U	U	5113.34	24918	-2
C01p25260.1_BnaDAR	Q9SJW7	AT2G31290	J	U	4767.28	21435	-3483
C01p25270.1_BnaDAR	F4JNF8	AT4G17240	U	U	5041.86	24914	3479
C01p25280.1_BnaDAR	Q9M0M5	AT4G17230	U	U	5273.8	24913	-1
C01p25290.1_BnaDAR	Q8GYX3	AT4G17220	U	U	5108.84	24912	-1
C01p25300.1_BnaDAR	Q8RXZ6	AT4G17215	U	U	4799.66	24911	-1
C01p25320.1_BnaDAR	Q8W3M6	AT4G06599	o_p	U	4679.9	23847	-1064
C01p25340.1_BnaDAR	Q8GYS2	AT4G17180	U	U	5136.31	24907	1060
C01p25350.1_BnaDAR	P92963	AT4G17170	U	U	4900.88	24906	-1
C01p25360.1_BnaDAR	O23553	AT4G17090	U	U	5185.02	24901	-5
C01p25380.1_BnaDAR	O82174	AT4G17080	U	U	4743.2	24899	-2
C01p25390.1_BnaDAR	Q93ZN3	AT4G17070	U	U	4859.28	24898	-1
C01p25410.1_BnaDAR	Q8GXV5	AT4G17050	U	U	4733.56	24896	-2
C01p25420.1_BnaDAR	Q8LB10	AT4G17040	U	U	4683.84	24895	-1
C01p25430.1_BnaDAR	O23547	AT4G17030	U	U	4576.17	24894	-1
C01p25440.1_BnaDAR	Q680U9	AT4G17020	U	U	4642.19	24893	-1
C01p25450.1_BnaDAR	Q9LMK6	AT1G07135	A	U	4114.27	652	-24241
C01p25460.1_BnaDAR	Q94AX0	AT4G17010	U	U	4203.15	24892	24240
C01p25470.1_BnaDAR	O23544	AT4G17000	U	U	4389.77	24891	-1
C01p25480.1_BnaDAR	Q9FT76	AT4G16980	U	U	4012.22	24888	-3
C01p25500.1_BnaDAR	Q0WPK0	AT4G16970	U	U	4555.92	24887	-1
C01p25510.1_BnaDAR	Q0WQ99	AT4G16850	U	U	4079.91	24872	-15
C01p25520.1_BnaDAR	Q9M4P3	AT4G16835	U	U	4029.99	24869	-3
C01p25530.1_BnaDAR	O23523	AT4G16830	U	U	3484.31	24868	-1
C01p25550.1_BnaDAR	O23522	AT4G16820	U	U	3666.07	24867	-1
C01p25660.1_BnaDAR	Q9SUK6	AT4G16790	U	U	3043.6	24863	-4
C01p25670.1_BnaDAR	Q05466	AT4G16780	U	U	2859.04	24862	-1
C01p25700.1_BnaDAR	F4JML2	AT4G16770	U	U	2419.76	24861	-1
C01p25720.1_BnaDAR	F4JML2	AT4G16770	U	U	2177.62	24861	0
C01p25740.1_BnaDAR	O65202	AT4G16760	t_u	t_u	2403.6	24859	-2
C01p25750.1_BnaDAR	F4I6H5	AT3G30200	L	t_u	2035.02	16670	-8189
C01p25750.1_BnaDAR	F4J5F4	AT3G30200	L	t_u	2035.02	16670	0
C01p25800.1_BnaDAR	Q9SUK8	AT4G16750	t_u	t_u	2307.11	24858	8188
C01p25810.1_BnaDAR	F4JMK5	AT4G16745	t_u	t_u	2901.96	24857	-1
C01p25830.1_BnaDAR	P0CJ42	AT4G16730	t_u	t_u	2650.84	24855	-2
C01p25860.1_BnaDAR	O23515	AT4G16720	t_u	t_u	2880.03	24854	-1
C01p25870.1_BnaDAR	O23514	AT4G16710	t_u	t_u	2953.41	24853	-1
C01p25880.1_BnaDAR	Q84V22	AT4G16700	t_u	t_u	3328.05	24852	-1
C01p25890.1_BnaDAR	F4JMJ6	AT4G16695	t_u	t_u	3051.09	24851	-1
C01p25940.1_BnaDAR	O23512	AT4G16690	t_u	t_u	3286.81	24850	-1
C01p25960.1_BnaDAR	F4JMJ3	AT4G16680	t_u	t_u	3735.72	24849	-1
C01p25970.1_BnaDAR	Q5HZ31	AT4G16670	t_u	t_u	3355.46	24848	-1
C01p25980.1_BnaDAR	F4JMJ1	AT4G16660	t_u	t_u	3558.1	24847	-1
C01p25990.1_BnaDAR	Q8LPF8	AT4G16650	t_u	t_u	2861.92	24846	-1
C01p26000.1_BnaDAR	O23507	AT4G16640	t_u	t_u	1735.88	24845	-1
C01p26040.1_BnaDAR	Q94K78	AT2G40765	J	J	1206.22	22457	-2388
C01p26050.1_BnaDAR	F4II37	AT2G40780	J	J	1230.77	22459	2
C01p26070.1_BnaDAR	Q9LZ14	AT5G02710	R	J	1146.9	7329	-15130
C01p26080.1_BnaDAR	O23504	AT2G45120	J	J	1171.88	22929	15600
C01p26090.1_BnaDAR	F4JMI5	AT4G16600	T	T	2310.11	24841	1912
C01p26120.1_BnaDAR	Q9SUK9	AT4G16580	T	T	2798.3	24839	-2
C01p26130.1_BnaDAR	Q944R7	AT4G16570	T	T	3434.01	24838	-1
C01p26150.1_BnaDAR	Q84VV6	AT4G16566	T	T	2991.03	24837	-1
C01p26170.1_BnaDAR	Q940R4	AT4G16563	T	T	3271.31	24836	-1
C01p26180.1_BnaDAR	Q84X24	NA	NA	T	3037.04	NA	NA
C01p26190.1_BnaDAR	O23498	AT4G16540	T	T	3054.3	24831	NA
C01p26220.1_BnaDAR	Q8VYK7	AT4G16520	T	T	3040.2	24828	-3
C01p26230.1_BnaDAR	Q93VK8	AT4G16515	T	T	2974.33	24827	-1
C01p26240.1_BnaDAR	Q940I4	AT4G16510	T	T	3042.56	24826	-1
C01p26250.1_BnaDAR	Q84WT8	AT4G16500	T	T	3017.94	24825	-1
C01p26260.1_BnaDAR	Q84WT8	AT4G16500	T	T	3074.08	24825	0
C01p26270.1_BnaDAR	Q84WT8	AT4G16500	T	T	3100.23	24825	0
C01p26280.1_BnaDAR	Q84WT8	AT4G16500	T	T	3141.2	24825	0
C01p26290.1_BnaDAR	F4JMH0	AT4G16490	T	T	3421.8	24824	-1
C01p26300.1_BnaDAR	O23492	AT4G16480	T	T	4030.64	24823	-1
C01p26310.1_BnaDAR	O23491	AT4G16470	T	T	4053.86	24822	-1
C01p26320.1_BnaDAR	F4HQ20	AT1G66910	E	T	3715.95	5682	-19140
C01p26350.1_BnaDAR	Q1PE76	AT4G16460	T	T	3754.43	24821	19139
C01p26360.1_BnaDAR	Q84W12	AT4G16450	T	T	3872.14	24819	-2
C01p26370.1_BnaDAR	Q29Q07	AT4G16447	T	T	3942.81	24818	-1
C01p26410.1_BnaDAR	A0A1P8B3Z8	AT4G23360	U	T	3872.37	25596	778
C01p26410.1_BnaDAR	F4JNI6	AT4G23360	U	T	3872.37	25596	0
C01p26420.1_BnaDAR	Q8L9B5	AT4G16442	T	T	4064.87	24816	-780
C01p26430.1_BnaDAR	Q94CL6	AT4G16440	T	T	4698.36	24815	-1
C01p26440.1_BnaDAR	O23487	AT4G16430	T	T	5004.04	24814	-1
C01p26470.1_BnaDAR	Q94C20	AT5G64160	X	T	4718.38	13093	-11721
C01p26490.1_BnaDAR	F4JLT3	AT4G16400	T	T	4903.74	24811	11718
C01p26510.1_BnaDAR	Q8GWE0	AT4G16390	T	T	5482.69	24810	-1
C01p26570.1_BnaDAR	Q8SAB7	AT4G16340	T	T	7464.7	24806	-4
C01p26590.1_BnaDAR	F4JLS2	AT4G16330	T	T	6026.69	24805	-1
C01p26620.1_BnaDAR	O04425	AT4G16280	T	T	6121.75	24802	-3
C01p26630.1_BnaDAR	O23474	AT4G16270	T	T	5913.09	24801	-1
C01p26640.1_BnaDAR	Q8VZJ2	AT4G16260	T	T	5855.81	24799	-2
C01p26670.1_BnaDAR	Q6NLC1	AT1G54350	C	T	5490.92	4524	-20275
C01p26710.1_BnaDAR	Q9SUL1	AT4G16190	T	T	5815.31	24789	20265
C01p26720.1_BnaDAR	F4JLQ2	AT4G16180	T	T	6184.74	24788	-1
C01p26740.1_BnaDAR	Q0WMZ5	AT4G16160	T	T	5415.38	24785	-3
C01p26750.1_BnaDAR	F4JLP5	AT4G16155	T	T	5638.42	24784	-1
C01p26760.1_BnaDAR	Q9M0Y8	AT4G04910	O	T	5023.77	23761	-1023
C01p26780.1_BnaDAR	F4JLP3	AT4G16146	T	T	5075.89	24783	1022
C01p26790.1_BnaDAR	F4J220	AT3G50920	N	T	5011.5	17612	-7171
C01p26800.1_BnaDAR	Q5PNU3	AT4G16144	T	T	5483.21	24782	7170
C01p26820.1_BnaDAR	Q8GW81	AT4G16141	T	T	5128.88	24780	-2
C01p26830.1_BnaDAR	A0A1P8B4M2	AT4G16140	T	T	5013.52	24779	-1
C01p26840.1_BnaDAR	O23461	AT4G16130	T	T	6054.88	24778	-1
C01p26880.1_BnaDAR	Q8GZ17	AT4G16120	T	T	5510.27	24777	-1
C01p26890.1_BnaDAR	Q9ZWJ9	AT4G16110	T	T	5034.47	NA	NA
C01p26920.1_BnaDAR	Q9FI78	AT5G48930	W1	T	4531.47	11472	NA
C01p26940.1_BnaDAR	Q8LBY3	AT4G16008	T	T	4553.93	24764	13292
C01p26950.1_BnaDAR	O23448	AT4G15990	T	T	4606.12	24762	-2
C01p26960.1_BnaDAR	B3H723	AT4G13992	T	T	4898.79	24508	-254
C01p26980.1_BnaDAR	Q39084	AT4G15910	T	T	4460.17	24752	244
C01p27020.1_BnaDAR	Q7FGZ2	AT4G15850	T	T	4780.64	24746	-6
C01p27030.1_BnaDAR	F4K658	AT5G49555	W1	T	4271.17	11537	-13209
C01p27040.1_BnaDAR	Q9FGZ0	AT5G49560	W1	T	4271.17	11538	1
C01p27050.1_BnaDAR	F4JKW7	AT4G15810	T	T	4660.97	24742	13204
C01p27070.1_BnaDAR	A0A1P8B3W0	AT4G15790	T	T	4267.89	24739	-3
C01p27080.1_BnaDAR	Q0WVZ7	AT5G20660	R	T	4267.89	9167	-15572
C01p27100.1_BnaDAR	O23429	AT4G15780	T	T	4524.69	24738	15571
C01p27110.1_BnaDAR	Q6NM52	AT4G15770	T	T	4557.21	24737	-1
C01p27210.1_BnaDAR	Q8GY51	AT4G15730	T	T	5046.6	24729	-8
C01p27290.1_BnaDAR	Q9M0P4	AT4G09490	P	T	4550.19	24017	-712
C01p27300.1_BnaDAR	F4IB88	AT1G51990	C	T	4550.19	4261	-19756
C01p27310.1_BnaDAR	F4IB88	AT1G51990	C	T	4550.19	4261	0
C01p27320.1_BnaDAR	B6SFA4	AT4G15570	T	T	5483.65	24715	20454
C01p27330.1_BnaDAR	A0A1P8B5C8	AT4G15563	T	T	5120.6	24714	-1
C01p27370.1_BnaDAR	Q38854	AT4G15560	T	T	5841.5	24712	-2
C01p27380.1_BnaDAR	O23406	AT4G15550	T	T	5641.69	24711	-1
C01p27390.1_BnaDAR	Q93W28	AT4G15545	T	T	5514.94	24710	-1
C01p27420.1_BnaDAR	Q9LX33	AT3G59380	N	T	5289.13	18495	-6215
C01p27430.1_BnaDAR	O23404	AT4G15530	T	T	6286.91	24708	6213
C01p27440.1_BnaDAR	Q8GYT1	AT4G15520	T	T	5581.91	24707	-1
C01p27450.1_BnaDAR	O23403	AT4G15510	T	T	5545.86	24706	-1
C01p27470.1_BnaDAR	Q9LVF2	AT3G21540	F	T	5351.28	15737	-8969
C01p27490.1_BnaDAR	O23402	AT4G15500	T	T	5750.93	24705	8968
C01p27510.1_BnaDAR	O23402	AT4G15500	T	T	5731.06	24705	0
C01p27580.1_BnaDAR	A0A1P8AXQ8	AT2G19365	NA	T	5462.66	20172	-4533
C01p27610.1_BnaDAR	Q8VZM5	AT4G15430	T	T	6263.3	24697	4525
C01p27630.1_BnaDAR	Q8GY71	AT4G15450	T	T	5873.73	24699	2
C01p27660.1_BnaDAR	Q5XF20	AT4G15480	T	T	5953.55	24703	4
C01p27700.1_BnaDAR	A0A1P8B4K5	AT4G15417	T	T	5848.59	24695	-8
C01p27710.1_BnaDAR	Q8RW96	AT4G15415	T	T	6190.65	24694	-1
C01p27730.1_BnaDAR	A0A1P8B877	AT4G16857	NA	T	5806.03	24874	180
C01p27770.1_BnaDAR	F4JK32	AT4G15396	T	T	6270.11	24691	-183
C01p27790.1_BnaDAR	O23392	AT4G15390	T	T	6342.33	24689	-2
C01p27820.1_BnaDAR	F4JJG0	AT4G15270	T	T	6472.83	24677	-12
C01p27830.1_BnaDAR	Q1G3I2	AT4G15248	T	T	6265.4	24674	-3
C01p27840.1_BnaDAR	F4JJF6	AT4G15240	T	T	6697.75	24672	-2
C01p27880.1_BnaDAR	O23373	AT4G15200	T	T	6863.1	24666	-6
C01p27890.1_BnaDAR	O23372	AT4G15180	T	T	8364.89	24665	-1
C01p27940.1_BnaDAR	F4JJE0	AT4G15130	T	T	6683.96	NA	NA
C01p27950.1_BnaDAR	O23366	AT4G15120	T	T	6526.56	24660	NA
C01p27960.1_BnaDAR	Q8L5Y5	AT4G15080	T	T	6973.7	24654	-6
C01p27970.1_BnaDAR	F4JJD2	AT4G15075	T	T	6526.06	24653	-1
C01p28020.1_BnaDAR	F4JJC7	AT4G15053	T	T	6569.22	24649	-4
C01p28020.1_BnaDAR	Q1PE81	AT4G15050	T	T	6569.22	24648	-1
C01p28020.1_BnaDAR	Q8VYE1	AT1G10190	A	T	6569.22	988	-23660
C01p28030.1_BnaDAR	O23357	AT4G15040	T	T	6801.02	24647	23659
C01p28040.1_BnaDAR	F4JJC3	AT4G15030	T	T	6306.6	24646	-1
C01p28050.1_BnaDAR	F4JJC1	AT4G15020	T	T	6682.99	24644	-2
C01p28060.1_BnaDAR	Q940F4	AT4G15010	T	T	6253.74	24643	-1
C01p28070.1_BnaDAR	P51419	AT4G15000	T	T	5943.39	24642	-1
C01p28080.1_BnaDAR	Q94C98	AT4G14990	T	T	6295.45	24641	-1
C01p28090.1_BnaDAR	Q5XF36	AT4G14950	T	T	5875.67	24636	-5
C01p28110.1_BnaDAR	O23349	AT4G14940	T	T	5864.52	24635	-1
C01p28130.1_BnaDAR	Q8LAM2	AT4G14930	T	T	5071.17	24634	-1
C01p28180.1_BnaDAR	Q8RV79	AT2G03750	K	T	4920.69	19210	-5424
C01p28240.1_BnaDAR	O23344	AT4G14890	T	T	5025.77	24630	5420
C01p28260.1_BnaDAR	O23342	AT4G14870	T	T	4953	24627	-3
C01p28270.1_BnaDAR	O23341	AT4G14860	T	T	4931.49	24626	-1
C01p28280.1_BnaDAR	O23337	AT4G14820	T	T	5224.8	24622	-4
C01p28290.1_BnaDAR	Q1G3I3	AT4G14819	T	T	4829.83	24621	-1
C01p28300.1_BnaDAR	Q2PE59	AT4G14815	T	T	4824.23	24620	-1
C01p28310.1_BnaDAR	O24633	AT4G14800	T	T	4919.5	24617	-3
C01p28320.1_BnaDAR	Q9SMX1	AT4G14790	T	T	5233.35	24616	-1
C01p28350.1_BnaDAR	F4I7W1	AT1G31163	B	T	4713.08	3101	-21515
C01p28370.1_BnaDAR	F4JIF5	AT4G14770	T	T	5169.52	24613	21512
C01p28380.1_BnaDAR	F4JIF4	AT4G14760	T	T	5451.46	24612	-1
C01p28400.1_BnaDAR	A0A1P8B590	AT4G14750	T	T	4605.72	24611	-1
C01p28420.1_BnaDAR	Q94K66	AT4G14690	T	T	4443.72	24600	-11
C01p28430.1_BnaDAR	O48707	AT4G14710	T	T	4423.74	24603	3
C01p28430.1_BnaDAR	Q8GXE2	AT4G14716	T	T	4423.74	24605	2
C01p28430.1_BnaDAR	Q8W108	AT4G14710	T	T	4423.74	24603	-2
C01p28440.1_BnaDAR	Q8GY55	AT4G14720	T	T	4372.63	24606	3
C01p28440.1_BnaDAR	Q7XA73	AT4G14713	T	T	4372.63	24604	-2
C01p28490.1_BnaDAR	Q2V3I3	AT4G14723	T	T	4156.18	24607	3
C01p28510.1_BnaDAR	F4JIE8	AT4G14730	T	T	4194.26	24608	1
C01p28530.1_BnaDAR	Q8VY20	AT4G14740	T	T	4288.71	24609	1
C01p28580.1_BnaDAR	F4JIF2	AT4G14746	T	T	4039.5	24610	1
C01p28590.1_BnaDAR	O23324	AT4G14680	T	T	4165.65	24599	-11
C01p28610.1_BnaDAR	Q8VZ56	AT4G25000	U	T	3570.3	25778	1179
C01p28640.1_BnaDAR	Q6NKT4	AT4G14650	T	T	3632.41	24595	-1183
C01p28660.1_BnaDAR	Q9LIK1	AT3G22950	F	T	3539.64	15898	-8697
C01p28670.1_BnaDAR	Q8L7H9	AT4G14620	T	T	3752.49	24592	8694
C01p28690.1_BnaDAR	F4JVI3	AT4G14605	T	T	3756.95	24590	-2
C01p28760.1_BnaDAR	Q9XIW0	AT4G14580	T	T	3733.99	24587	-3
C01p28780.1_BnaDAR	Q949R4	AT4G15093	T	T	3440.13	24656	69
C01p28800.1_BnaDAR	Q9XIW0	AT4G14580	T	T	3507.71	24587	-69
C01p28820.1_BnaDAR	A0A1I9LT04	AT3G17717	NA	T	3106.58	15314	-9273
C01p28830.1_BnaDAR	Q84LM4	AT4G14570	T	T	3616.7	24586	9272
C01p28840.1_BnaDAR	Q94GB1	AT2G33750	J	T	2625.85	21702	-2884
C01p28860.1_BnaDAR	F4JVH1	AT4G14510	T	T	2958.75	24580	2878
C01p28870.1_BnaDAR	Q944M2	AT4G14500	T	T	2011.01	24579	-1
C01p28880.1_BnaDAR	Q96328	AT3G51830	N	N	2867.21	17707	-6872
C01p28890.1_BnaDAR	Q38833	AT3G51820	N	N	3253.44	17706	-1
C01p28900.1_BnaDAR	Q07187	AT3G51810	N	N	3137.86	17705	-1
C01p28940.1_BnaDAR	Q9SCT4	AT3G51740	N	N	3723.23	17698	-7
C01p28950.1_BnaDAR	F4J4G2	AT3G51620	N	N	4292.29	17684	-14
C01p28960.1_BnaDAR	Q8L776	AT3G51610	N	N	4198.77	17683	-1
C01p28970.1_BnaDAR	Q9XFS7	AT3G51600	N	N	4188.23	17682	-1
C01p28980.1_BnaDAR	Q9SCZ0	AT3G51590	N	N	4247.54	17681	-1
C01p29010.1_BnaDAR	Q9SCZ4	AT3G51550	N	N	5278.6	17677	-4
C01p29020.1_BnaDAR	Q9ASU1	AT3G51520	N	N	4921.94	17674	-3
C01p29030.1_BnaDAR	Q9SCZ8	AT3G51510	N	N	4838.33	17673	-1
C01p29040.1_BnaDAR	Q9SCZ9	AT3G51500	N	N	4720.44	17672	-1
C01p29050.1_BnaDAR	Q9SD00	AT3G51490	N	N	5507.78	17671	-1
C01p29060.1_BnaDAR	Q9SD02	AT3G51470	N	N	5341.51	17669	-2
C01p29070.1_BnaDAR	Q9C5G5	AT3G51460	N	N	5662.14	17668	-1
C01p29080.1_BnaDAR	Q9CAZ7	AT3G51430	N	N	5419.18	17665	-3
C01p29080.1_BnaDAR	Q9SD05	AT3G51440	N	N	5419.18	17666	1
C01p29080.1_BnaDAR	Q9SD07	AT3G51420	N	N	5419.18	17664	-2
C01p29080.1_BnaDAR	Q9SD04	AT3G51450	N	N	5419.18	17667	3
C01p29120.1_BnaDAR	Q9SD09	AT3G51400	N	N	5302.64	17662	-5
C01p29130.1_BnaDAR	Q7XA86	AT3G51390	N	N	5223.53	17661	-1
C01p29160.1_BnaDAR	Q9SD12	AT3G51370	N	N	5462.53	17659	-2
C01p29190.1_BnaDAR	P92978	AT3G51300	N	N	5319.69	17651	-8
C01p29200.1_BnaDAR	Q9SD20	AT3G51280	N	N	5465.49	17649	-2
C01p29210.1_BnaDAR	F4J3A9	AT3G51270	N	N	5494.6	17648	-1
C01p29220.1_BnaDAR	Q6DYC8	AT3G51230	N	N	5310.59	17644	-4
C01p29280.1_BnaDAR	P93031	AT3G51160	N	N	5557.96	17637	-7
C01p29300.1_BnaDAR	Q9SD34	AT3G51120	N	N	5765.5	17633	-4
C01p29410.1_BnaDAR	Q94F04	AT3G51090	N	N	5418.37	17630	-3
C01p29420.1_BnaDAR	Q9SD38	AT3G51080	N	N	5404.42	17629	-1
C01p29430.1_BnaDAR	Q8L7V3	AT3G51070	N	N	5871.46	17628	-1
C01p29440.1_BnaDAR	Q9SD40	AT3G51060	N	N	5369.37	17627	-1
C01p29470.1_BnaDAR	Q9SD42	AT3G51040	N	N	5421.09	17625	-2
C01p29480.1_BnaDAR	Q9SD45	AT3G51000	N	N	5524.86	17621	-4
C01p29540.1_BnaDAR	Q94BX2	AT3G50910	N	N	5441.15	17611	-10
C01p29550.1_BnaDAR	Q9SVK9	AT3G50900	N	N	5311.48	17610	-1
C01p29590.1_BnaDAR	Q9S841	AT3G50820	N	N	5578.56	17601	-9
C01p29600.1_BnaDAR	Q94A84	AT3G50740	N	N	5727.32	17592	-9
C01p29630.1_BnaDAR	O64989	AT3G50660	N	N	5781.88	17584	-8
C01p29650.1_BnaDAR	A0A1I9LMX5	AT3G50610	N	N	5466.85	17579	-5
C01p29700.1_BnaDAR	Q1PEG5	AT3G50580	N	N	5427.65	17577	-2
C01p29730.1_BnaDAR	Q943Z4	AT3G50560	N	N	5656.76	17575	-2
C01p29740.1_BnaDAR	Q9SCS2	AT3G50530	N	N	6026.83	17572	-3
C01p29750.1_BnaDAR	Q9SCS3	AT3G50520	N	N	5753.29	17571	-1
C01p29760.1_BnaDAR	Q9SCS4	AT3G50510	N	N	5655.23	17570	-1
C01p29770.1_BnaDAR	Q84MB1	AT5G38020	S	N	5575.05	10261	-7309
C01p29820.1_BnaDAR	Q84TJ4	AT3G50430	N	N	6111.66	17563	7302
C01p29830.1_BnaDAR	Q39088	AT3G50410	N	N	5971.49	17561	-2
C01p29860.1_BnaDAR	Q9M2R9	AT3G50400	N	N	6291.13	17560	-1
C01p29870.1_BnaDAR	A0A1I9LQ65	AT3G50380	N	N	8562.01	17558	-2
C01p29880.1_BnaDAR	Q9FGN5	AT3G50373	N	N	5765.87	17557	-1
C01p29890.1_BnaDAR	O82659	AT3G50360	N	N	5740.82	17555	-2
C01p29900.1_BnaDAR	Q9SND3	AT3G50340	N	N	5932.7	17553	-2
C01p29920.1_BnaDAR	Q9SND4	AT3G50330	N	N	5638.37	17552	-1
C01p29940.1_BnaDAR	A0A1I9LQ53	AT3G50230	N	N	5764.57	17542	-10
C01p30070.1_BnaDAR	Q9SN09	AT3G50090	N	N	5444.9	17527	-15
C01p30090.1_BnaDAR	Q9SN09	AT3G50090	N	N	5265.33	17527	0
C01p30100.1_BnaDAR	Q9SN10	AT3G50080	N	N	5307.26	17526	-1
C01p30120.1_BnaDAR	Q9SN11	AT3G50070	N	N	4995.63	17525	-1
C01p30240.1_BnaDAR	Q9SN12	AT3G50060	N	N	4746.73	17524	-1
C01p30260.1_BnaDAR	Q9SN13	AT3G50050	N	N	4974.08	17523	-1
C01p30270.1_BnaDAR	Q147P4	AT3G50040	N	N	4331.39	17522	-1
C01p30280.1_BnaDAR	Q9SN15	AT3G50030	N	N	4353.53	17521	-1
C01p30320.1_BnaDAR	Q9M1T7	AT3G45220	M	N	3710.74	17009	-512
C01p30390.1_BnaDAR	Q9SN24	AT3G49930	N	N	3774.68	17511	502
C01p30400.1_BnaDAR	Q9FJX2	AT3G49910	N	N	3742.06	17509	-2
C01p30410.1_BnaDAR	Q9M2W8	AT3G49900	N	N	3789.03	17508	-1
C01p30420.1_BnaDAR	Q9M2X0	AT3G49880	N	N	3527.6	17506	-2
C01p30440.1_BnaDAR	Q9M2X3	AT3G49850	N	N	3027.05	17503	-3
C01p30450.1_BnaDAR	F4IZ80	AT3G49845	N	N	2758.26	17502	-1
C01p30460.1_BnaDAR	Q9M2X6	AT3G49820	N	N	2824.52	17499	-3
C01p30480.1_BnaDAR	Q058P4	AT3G49810	N	N	2922.46	17498	-1
C01p30490.1_BnaDAR	Q9M2X8	AT3G49800	N	N	2247.09	17497	-1
C01p30500.1_BnaDAR	Q9M2X9	AT3G49790	N	N	1694.62	17495	-2
C01p30590.1_BnaDAR	Q9M2Y0	AT5G65870	X	X	1496.72	13281	-4214
C01p30640.1_BnaDAR	Q29PT3	AT3G49760	m_n	X	1444.23	17492	4211
C01p30660.1_BnaDAR	Q9M2Y3	AT5G65830	X	X	1540.4	13277	-4215
C01p30670.1_BnaDAR	Q9M2Y6	AT3G49720	M	M	1668.16	17486	4209
C01p30680.1_BnaDAR	Q9M2Y6	AT3G49720	M	M	2182.2	17486	0
C01p30690.1_BnaDAR	Q9M401	AT3G49680	M	M	3088.6	17482	-4
C01p30770.1_BnaDAR	Q8GYH4	AT3G20620	F	M	2935.41	15635	-1847
C01p30830.1_BnaDAR	Q9SG02	AT3G49500	M	M	5123.64	17461	1826
C01p30840.1_BnaDAR	Q9SCK9	AT3G49490	M	M	4876.36	17460	-1
C01p30850.1_BnaDAR	F4IXX4	AT3G49410	M	M	5185.21	17452	-8
C01p30860.1_BnaDAR	F4IXX3	AT3G49400	M	M	5636.35	17451	-1
C01p30870.1_BnaDAR	Q8RW95	AT5G38690	S	M	4920.48	10338	-7113
C01p30930.1_BnaDAR	Q8LG70	AT3G49360	M	M	5193.19	17447	7109
C01p31000.1_BnaDAR	Q4V3B4	AT3G49350	M	M	5408.66	17446	-1
C01p31010.1_BnaDAR	Q9SG15	AT3G49340	M	M	5308.56	17445	-1
C01p31020.1_BnaDAR	Q9SG15	AT3G49340	M	M	5335.58	17445	0
C01p31040.1_BnaDAR	A8MRV7	AT3G49270	M	M	5130.62	17437	-8
C01p31050.1_BnaDAR	Q9M3A8	AT3G49240	M	M	5403	17435	-2
C01p31070.1_BnaDAR	Q9M3B0	AT3G49220	M	M	5715.92	17432	-3
C01p31110.1_BnaDAR	Q9M3B1	AT3G49210	M	M	5695.48	17431	-1
C01p31130.1_BnaDAR	Q9M3B2	AT3G49200	M	M	5665.08	17430	-1
